State,County,Site_Name,Water_Body,Latitude,Longitude,Boat,Fish,Swim,Trail,Restroom,Parking,Comments,Ownership
Maryland,Frederick,Pinecliff Park,Monocacy River,39.38920000000,-77.37840000000,Yes,No,No,No,Yes,Yes,,Frederick County - Department of Parks and Recrea*
Maryland,Frederick,Monocacy Battlefield at Gambrill Mill,Monocacy River,39.36880000000,-77.38990000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Frederick,Buckeystown Community Park,Monocacy River,39.32730000000,-77.41530000000,Yes,No,No,No,Yes,Yes,,Frederick County - Department of Parks and Recrea*
Maryland,Frederick,Noland's Ferry,Potomac River,39.24820000000,-77.48100000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Frederick,Point of Rocks - Maryland,Potomac River,39.27370000000,-77.54340000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,VA,Point of Rocks - Virginia/McKimmey,Potomac River,39.27240000000,-77.54720000000,Yes,No,No,No,No,Yes,,
Maryland,Frederick,Brunswick Camp Ground Private,Potomac River,39.30650000000,-77.61490000000,Yes,No,No,No,No,Yes,,The City of Brunswick
Maryland,Frederick,Brunswick City,Potomac River,39.31090000000,-77.63060000000,Yes,No,No,No,Yes,Yes,,The City of Brunswick
Maryland,Frederick,Monocacy Aqueduct,Monocacy River/Potomac River,39.22440000000,-77.45000000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Harford,City Yacht Basin - Havre De Grace,Chesapeake Bay/Susquehanna River,39.53780000000,-76.09220000000,Yes,No,No,No,Yes,Yes,,The City of Havre de Grace - Department of Public*
Maryland,Harford,Jean Roberts Park - Havre De Grace,Susquehanna River,39.55310000000,-76.09090000000,Yes,No,No,No,Yes,Yes,,The City of Havre de Grace
Maryland,Harford,Susquehanna State Park - Lapidum,Susquehanna River,39.59740000000,-76.12760000000,Yes,No,No,No,Yes,Yes,,Maryland Department of Natural Resources - Park S*
Maryland,Harford,Mariner Point Park,Taylors Creek/Gunpowder River,39.40210000000,-76.35130000000,Yes,No,No,No,Yes,Yes,,Harford County - Department of Parks and Recreati*
Maryland,Harford,Mariner Point Park - Kayak,Taylors and Foster Branch Creeks,39.40090000000,-76.35110000000,Yes,No,No,No,Yes,Yes,,Harford County - Department of Parks and Recreati*
Maryland,Harford,Willoughby Beach,Otter Point Creek/Bush River,39.43500000000,-76.24880000000,Yes,No,No,No,Yes,Yes,,Harford County - Department of Parks and Recreati*
Maryland,Harford,Flying Point Park,Otter Point Creek,39.44240000000,-76.25860000000,Yes,No,No,No,Yes,Yes,,Harford County - Department of Parks and Recreati*
Maryland,Harford,Otter Point Landing,Otter Point Creek,39.44610000000,-76.26650000000,Yes,No,No,No,Yes,Yes,,Harford County - Department of Parks and Recreati*
Maryland,Harford,Otter Creek Roadside,Otter Point Creek,39.45020000000,-76.27690000000,Yes,No,No,No,No,Yes,,Harford County - Department of Parks and Recreati*
Maryland,Kent,Shallcross,Sassafras River,39.36480000000,-75.93900000000,Yes,No,No,No,No,Yes,,Kent County - Department of Public Works
Maryland,Kent,Foxhole Landing,Sassafras River,39.37420000000,-75.82960000000,Yes,No,No,No,No,Yes,,Kent County - Department of Public Works
Maryland,Kent,Quaker Neck,Chester River,39.12990000000,-76.09690000000,Yes,No,No,No,Yes,Yes,,Kent County - Department of Public Works
Maryland,Kent,Cliff City,Chester River,39.10700000000,-76.14210000000,Yes,No,No,No,Yes,Yes,,Kent County - Department of Public Works
Maryland,Kent,Broadneck Landing,Langford Creek - East Fork,39.13000000000,-76.15690000000,Yes,No,No,No,No,Yes,,Kent County - Department of Public Works
Maryland,Kent,Buck Neck Landing,Worton Creek,39.27410000000,-76.16860000000,Yes,No,No,No,Yes,Yes,,Kent County - Department of Public Works
Maryland,Kent,Green Point Landing,Worton Creek,39.28260000000,-76.16780000000,Yes,No,No,No,Yes,Yes,,Kent County - Department of Public Works
Maryland,Kent,Still Pond Landing,Still Pond Creek,39.32050000000,-76.08760000000,Yes,No,No,No,No,Yes,,Kent County - Department of Public Works
Maryland,Kent,Betterton,Sassafras River,39.37100000000,-76.06250000000,Yes,No,No,No,Yes,Yes,,Kent County - Department of Public Works
Maryland,Kent,Turner's Creek,Turner's Creek/Sassafras River,39.35770000000,-75.98320000000,Yes,No,No,No,Yes,Yes,,Kent County - Parks and Recreation
Maryland,Kent,Shadding Reach,Chester River,39.25150000000,-75.88110000000,Yes,No,No,No,No,Yes,,Kent County - Department of Public Works
Maryland,Kent,Riley's Mill,Morgan Creek,39.25560000000,-76.04130000000,Yes,No,No,No,No,Yes,,Kent County - Department of Public Works
Maryland,Kent,Morgnec,Morgan Creek,39.23530000000,-76.03660000000,Yes,No,No,No,No,Yes,,Kent County - Department of Public Works
Maryland,Kent,Buckingham Wharf,Chester River,39.23730000000,-76.01430000000,Yes,No,No,No,No,Yes,,Kent County - Department of Public Works
Maryland,Kent,Allen's Lane,Chesapeake Bay,39.12360000000,-76.24310000000,Yes,No,No,No,No,Yes,,Kent County - Department of Public Works
Maryland,Kent,Wilmer Park,Chester River,39.20430000000,-76.06600000000,Yes,No,No,No,Yes,Yes,,Town of Chestertown
Maryland,Montgomery,Anglers Inn - River,Potomac River,38.98080000000,-77.22840000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Montgomery,Anglers Inn - Canal,Chesapeake and Ohio Canal,38.98160000000,-77.22800000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Montgomery,Swains Lock - River,Potomac River,39.03080000000,-77.24410000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Montgomery,Swains Lock - Canal,Chesapeake and Ohio Canal,39.03140000000,-77.24370000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Montgomery,Pennyfield Lock,Chesapeake and Ohio Canal,39.05710000000,-77.29400000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Montgomery,Seneca Creek/Seneca Creek Landing,Seneca Creek,39.07070000000,-77.34140000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Montgomery,Sycamore Landing,Chesapeake and Ohio Canal,39.07430000000,-77.42030000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Montgomery,Edwards Ferry,Potomac River,39.10310000000,-77.47360000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Montgomery,Whites Ferry,Potomac River,39.15450000000,-77.51960000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Montgomery,Dickerson South,Potomac River/Chesapeake and Ohio Canal,39.19440000000,-77.47170000000,Yes,No,No,No,No,Yes,,M-NCPPC Department of Parks
Maryland,Montgomery,Dickerson North,Potomac River/Chesapeake and Ohio Canal,39.19570000000,-77.47170000000,Yes,No,No,No,No,Yes,,M-NCPPC Department of Parks
Maryland,Prince George's,Mount Calvert,Patuxent River,38.78510000000,-76.71350000000,Yes,No,No,No,No,Yes,,M-NCPPC's Department of Parks and Recreation
Maryland,Prince George's,Fort Washington Marina,Piscataway Creek,38.70260000000,-77.02420000000,Yes,No,No,No,Yes,Yes,,Maryland Department of Natural Resources
Maryland,Prince George's,Piscataway Park,Piscataway Creek,38.69450000000,-77.01390000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Prince George's,Bladensburg Waterfront Park,Anacostia River,38.93370000000,-76.93820000000,Yes,No,No,No,Yes,Yes,,M-NCPPC's Department of Parks and Recreation
Maryland,Prince George's,McGruders Landing/Clyde Watson Boating Area,Patuxent River,38.63990000000,-76.69420000000,Yes,No,No,No,Yes,Yes,,M-NCPPC's Department of Parks and Recreation
Maryland,Prince George's,Selby's Landing,Patuxent River,38.75260000000,-76.69980000000,Yes,No,No,No,Yes,Yes,,M-NCPPC's Department of Parks and Recreation
Maryland,Prince George's,Jackson's Landing,Patuxent River,38.77310000000,-76.70910000000,Yes,No,No,No,Yes,Yes,,M-NCPPC's Department of Parks and Recreation
Maryland,Queen Anne's,Centreville Landing,Corsica River,39.05430000000,-76.07400000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Millington Water Front Park,Chester River,39.25730000000,-75.83960000000,Yes,No,No,No,Yes,Yes,,The Town of Millington
Maryland,Queen Anne's,Crumpton Landing,Chester River,39.23920000000,-75.93070000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Deep Landing,Chester River,39.24050000000,-75.96040000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Queenstown Dock,Little Queenstown Creek,38.99030000000,-76.16070000000,Yes,No,No,No,No,Yes,,The Town of Queenstown
Maryland,Queen Anne's,Southeast Creek Landing,Southeast Creek,39.15790000000,-76.02570000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Cabin Creek Landing,Cabin Creek/Prospect Bay,38.94410000000,-76.21190000000,Yes,No,No,No,No,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Matapeake Fishing Pier &  Ramp,Chesapeake Bay,38.95460000000,-76.35550000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Romancoke Fishing Pier and Kayak Access,Eastern Bay,38.88120000000,-76.33420000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Shipping Creek Landing,Shipping Creek,38.91300000000,-76.34650000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Warehouse Creek Landing,Warehouse Creek,38.95680000000,-76.33630000000,Yes,No,No,No,No,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Thompson Creek Landing,Thompson Creek,38.96710000000,-76.31160000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Thompson Creek Landing - Kayak,Thompson Creek,38.96670000000,-76.31190000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Little Creek Landing,Little Creek,38.93590000000,-76.28590000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Goodhands Creek Landing,Goodhands Creek/Prospect Bay,38.96310000000,-76.26460000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Kent Narrows - Landing,Kent Narrows,38.97170000000,-76.24900000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Queen Anne's,Bryantown Landing,Wye River,38.93470000000,-76.16850000000,Yes,No,No,No,No,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Somerset,Somers Cove,Little Annemessex River,37.97530000000,-75.85990000000,Yes,No,No,No,Yes,Yes,,Maryland Department of Natural Resources
Maryland,Somerset,Jenkins Creek,Jenkins Creek,37.96490000000,-75.84750000000,Yes,No,No,No,No,Yes,,Somerset County - Roads Department
Maryland,Somerset,Wenona Harbor Public Boat Ramp,Lower Thorofare Creek,38.13020000000,-75.95020000000,Yes,No,No,No,Yes,Yes,,Somerset County - Roads Department
Maryland,Somerset,Deal Island,Upper Thorofare Creek,38.16780000000,-75.94690000000,Yes,No,No,No,Yes,Yes,,Somerset County - Roads Department
Maryland,Somerset,Saint Peters Creek,Saint Peter's Creek,38.15470000000,-75.81220000000,Yes,No,No,No,Yes,Yes,,Somerset County - Roads Department
Maryland,Somerset,Janes Island State Park,Daugherty Creek Canal/Annemessex Canal,38.00980000000,-75.84810000000,Yes,No,No,No,Yes,Yes,,Maryland Department of Natural Resources - Park S*
Maryland,Somerset,Coulbourn Creek,Coulbourne Creek/Colburn Creek,38.04930000000,-75.80360000000,Yes,No,No,No,Yes,Yes,,Somerset County - Roads Department
Maryland,Somerset,Whitehaven Ferry - Kayak,Wicomico River,38.26600000000,-75.78330000000,Yes,No,No,No,No,Yes,,Somerset County - Roads Department
Maryland,Somerset,Webster's Cove,Wicomico River/Websters Cove,38.24810000000,-75.83010000000,Yes,No,No,No,Yes,Yes,,Somerset County - Roads Department
Maryland,Somerset,Rumbly Point,Marumsco Creek/Pocomoke Sound,37.97030000000,-75.75920000000,Yes,No,No,No,No,Yes,,Somerset County - Roads Department
Maryland,Somerset,Dames Quarter,Dames Quarter Creek,38.19410000000,-75.88460000000,Yes,No,No,No,Yes,Yes,,Somerset County - Roads Department
Maryland,Somerset,Shelltown,Pocomoke River,37.97940000000,-75.63960000000,Yes,No,No,No,No,Yes,,Somerset County - Roads Department
Maryland,Somerset,Rehobeth,Pocomoke River,38.03860000000,-75.66160000000,Yes,No,No,No,No,Yes,,Somerset County - Roads Department
Maryland,St. Mary's,Point Lookout State Park - Boat Ramps,Lake Conoy,38.05220000000,-76.32690000000,Yes,No,No,No,Yes,Yes,,Maryland Department of Natural Resources - Park S*
Maryland,St. Mary's,Point Lookout State Park - Camp Store/Boat Rental,Lake Conoy,38.05300000000,-76.32610000000,Yes,No,No,No,Yes,Yes,,Maryland Department of Natural Resources - Park S*
Maryland,St. Mary's,St. Inigoes Landing,Smith Creek,38.11150000000,-76.41540000000,Yes,No,No,No,Yes,Yes,,St. Mary's County - Department of Recreation and *
Maryland,St. Mary's,Piney Point Recreation Area,St. George Creek,38.13820000000,-76.50030000000,Yes,No,No,No,Yes,Yes,,St. Mary's County - Department of Recreation and *
Maryland,St. Mary's,Abell's Wharf,Breton Bay,38.26070000000,-76.64510000000,Yes,No,No,No,Yes,Yes,,St. Mary's County - Department of Recreation and *
Maryland,St. Mary's,Forrest Landing,Forest Landing Cove,38.35470000000,-76.53200000000,Yes,No,No,No,Yes,Yes,,St. Mary's County - Department of Recreation and *
Maryland,St. Mary's,St. Clement's Island Museum,Potomac River,38.22460000000,-76.75020000000,Yes,No,No,No,Yes,Yes,,St. Mary's County - Department of Recreation and *
Maryland,St. Mary's,Paul Ellis Landing,Whites Neck Creek,38.25260000000,-76.78640000000,Yes,No,No,No,No,Yes,,St. Mary's County - Department of Recreation and *
Maryland,St. Mary's,Bushwood Wharf,Bushwood Cove/Wicomico River,38.28310000000,-76.80520000000,Yes,No,No,No,Yes,Yes,,St. Mary's County - Department of Recreation and *
Maryland,St. Mary's,Chaptico Wharf,Wicomico River,38.32630000000,-76.83260000000,Yes,No,No,No,Yes,Yes,,St. Mary's County - Department of Recreation and *
Maryland,Talbot,Wye Mills Public Landing,Wye East River,38.89210000000,-76.10300000000,Yes,No,No,No,Yes,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Oak Creek Landing,Oak Creek/Miles River,38.75340000000,-76.17550000000,Yes,No,No,No,Yes,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Coveys Landing,Tuckahoe Creek,38.87290000000,-75.94430000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Reeses Landing,Tuckahoe Creek,38.83940000000,-75.92870000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,New Bridge,Tuckahoe Creek,38.83100000000,-75.91460000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Windy Hill Landing,Choptank River,38.68390000000,-75.97450000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Oxford,Town Creek/Tred Avon River,38.69300000000,-76.16870000000,Yes,No,No,No,Yes,Yes,,The Town of Oxford
Maryland,Talbot,Easton Point Landing,Tred Avon River - North Fort,38.76800000000,-76.09480000000,Yes,No,No,No,Yes,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,St. Michaels - South,St. Michaels Harbor/Miles River,38.78410000000,-76.21890000000,Yes,No,No,No,No,Yes,,The Town of St. Michaels
Maryland,Talbot,St. Michaels - North,St. Michaels Harbor/Miles River,38.78450000000,-76.21950000000,Yes,No,No,No,Yes,Yes,,The Town of St. Michaels
Maryland,Talbot,Chew Street Park,San Domingo River,38.78060000000,-76.22620000000,Yes,No,No,No,No,Yes,,The Town of St. Michaels - Department of Public W*
Maryland,Talbot,Claiborne Landing,Eastern Bay,38.83740000000,-76.28030000000,Yes,No,No,No,Yes,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Tilghman Creek Landing,Tilghman Creek,38.83510000000,-76.26800000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Bay Shore Road,Eastern Bay,38.79670000000,-76.30990000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Lowes Wharf,Ferry Cove,38.76580000000,-76.32780000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Dogwood Harbor,Dogwood Harbor/Harris Creek,38.71280000000,-76.33430000000,Yes,No,No,No,Yes,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Blackwalnut Cove Landing,Blackwalnut Cove,38.68310000000,-76.33820000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Cummings Creek Public Landing,Cummings Creek,38.79020000000,-76.29920000000,Yes,No,No,No,Yes,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Neavitt Landing,Balls Creek,38.72020000000,-76.27640000000,Yes,No,No,No,Yes,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Grace Creek Landing,Grace Creek,38.76030000000,-76.26790000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,St. Michael Town Dock,Miles River,38.78500000000,-76.22050000000,Yes,No,No,No,No,Yes,,The Town of St. Michaels
Maryland,Talbot,Skipton Creek Landing,Skipton Creek,38.89110000000,-76.07160000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Miles River Bridge Landing,Miles River,38.79330000000,-76.12490000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Tunis Mills Bridge Landing,Leeds Creek,38.82160000000,-76.16760000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Washington,Sandy Hook,Potomac River,39.32540000000,-77.70650000000,Yes,No,No,No,No,Yes,,
Maryland,Washington,Lock 33A,Chesapeake and Ohio Canal,39.32880000000,-77.73140000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Washington,Lock 33B - West,Chesapeake and Ohio Canal,39.33080000000,-77.73530000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Washington,Lock 34,Chesapeake and Ohio Canal,39.33310000000,-77.73910000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Washington,Dargan Bend,Potomac River,39.36390000000,-77.74060000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Washington,Lime Kiln,Potomac River,39.38810000000,-77.73310000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Washington,Mountain Lock 37,Chesapeake and Ohio Canal,39.38550000000,-77.73550000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Washington,Lime Kiln North,Chesapeake and Ohio Canal,39.40580000000,-77.73990000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Washington,Antietam Aqueduct/Antietam Creek Aqueduct,Potomac River,39.41820000000,-77.74690000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Washington,Antietam Campground/Antietam Creek Campground,Chesapeake and Ohio Canal,39.42130000000,-77.74920000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Washington,Packhorse Ford,Potomac River,39.43060000000,-77.77810000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Washington,Lock 38,Potomac River,39.43580000000,-77.80010000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Washington,Snyders Landing,Potomac River,39.46540000000,-77.77840000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Washington,Taylors Landing - East,Potomac River,39.49880000000,-77.76760000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Washington,Taylors Landing - West,Potomac River,39.49910000000,-77.76810000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Wicomico,Riverside - Salisbury,Wicomico River,38.36300000000,-75.60690000000,Yes,No,No,No,Yes,Yes,,"Wicomico County - Recreation, Parks, and Tourism"
Maryland,Wicomico,Cherry Beach,Nanticoke River,38.54550000000,-75.71740000000,Yes,No,No,No,Yes,Yes,,Town of Sharptown
Maryland,Wicomico,Nanticoke Harbor,Nanticoke River,38.26990000000,-75.90970000000,Yes,No,No,No,Yes,Yes,,"Wicomico County - Recreation, Parks, and Tourism"
Maryland,Wicomico,Cedar Hill Park,Nanticoke River/Bivalve Harbor,38.31080000000,-75.88920000000,Yes,No,No,No,Yes,Yes,,"Wicomico County - Recreation, Parks, and Tourism"
Maryland,Wicomico,Wetipquin,Wetipquin Creek,38.32670000000,-75.86680000000,Yes,No,No,No,Yes,Yes,,"Wicomico County - Recreation, Parks, and Tourism"
Maryland,Wicomico,Tyaskin Wharf,Wetipquin Creek/Nanticoke River,38.32760000000,-75.87510000000,Yes,No,No,No,Yes,Yes,,"Wicomico County - Recreation, Parks, and Tourism"
Maryland,Wicomico,Mardela Springs,Barren Creek,38.45410000000,-75.75610000000,Yes,No,No,No,Yes,Yes,,"Wicomico County - Recreation, Parks, and Tourism"
Maryland,Wicomico,Clara Road,Wicomico River,38.26200000000,-75.82030000000,Yes,No,No,No,No,Yes,,"Wicomico County - Recreation, Parks, and Tourism"
Maryland,Worcester,Cedar Hall Wharf,Pocomoke River,38.00870000000,-75.62060000000,Yes,No,No,No,Yes,Yes,,Worcester County - Department of Public Works
Maryland,Worcester,Pocomoke City,Pocomoke River,38.07320000000,-75.57230000000,Yes,No,No,No,Yes,Yes,,The Town of Pocomoke City
Maryland,Worcester,Winter Quarters,Pocomoke River,38.08580000000,-75.55930000000,Yes,No,No,No,No,Yes,,The Town of Pocomoke City
Maryland,Worcester,Byrd Park - East,Pocomoke River,38.17550000000,-75.39980000000,Yes,No,No,No,No,Yes,,Worcester County - Department of Public Works
Maryland,Worcester,Byrd Park - West,Pocomoke River,38.17410000000,-75.40330000000,Yes,No,No,No,Yes,Yes,,Worcester County - Department of Public Works
Maryland,Worcester,Pocomoke State Park - Shad Landing,Pocomoke River,38.14040000000,-75.44040000000,Yes,No,No,No,Yes,Yes,,Maryland Department of Natural Resources - Park S*
Maryland,Baltimore,Southwest Area Park,Patapsco River,39.23420000000,-76.50610000000,Yes,No,No,No,No,Yes,,Baltimore County - Department of Recreation and P*
Maryland,Baltimore City,Canton Waterfront Park,Inner Harbor - Northwest Branch,39.27680000000,-76.57260000000,Yes,No,No,No,Yes,Yes,,Baltimore City - Department of Recreation and Par*
Maryland,Baltimore City,Baltimore Rowing Club at Middle Branch Park,Middle Branch/Patapsco River,39.25550000000,-76.62250000000,Yes,No,No,No,Yes,Yes,,Baltimore City - Department of Recreation and Par*
Maryland,Charles,Purse State Park,Potomac River,38.43270000000,-77.25670000000,Yes,No,No,No,No,Yes,,Maryland Department of Natural Resources - Park S*
Maryland,Dorchester,Trenton Street,Cambridge Creek,38.56860000000,-76.07270000000,Yes,No,No,No,Yes,Yes,,Dorchester County - Department of Public Works - *
Maryland,Kent,Bayside Landing Park,Rock Hall Harbor/Chesapeake Bay,39.13450000000,-76.24830000000,Yes,No,No,No,Yes,Yes,,Kent County - Department of Public Works
Maryland,Kent,Rock Hall Beach/Ferry Park,Chesapeake Bay,39.13740000000,-76.25670000000,Yes,No,No,No,Yes,Yes,,Town of Rock Hall
Maryland,Montgomery,Pennyfield Lock - Kayak,Chesapeake and Ohio Canal/Potomac River,39.05640000000,-77.29340000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Queen Anne's,Jackson Creek Landing,Jackson Creek/Chester River,38.96860000000,-76.22260000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Somerset,Rumbley,Goose Creek,38.09210000000,-75.86210000000,Yes,No,No,No,Yes,Yes,,Somerset County - Roads Department
Maryland,St. Mary's,Tall Timbers Landing,Herring Creek,38.17720000000,-76.54700000000,Yes,No,No,No,No,Yes,,St. Mary's County - Department of Recreation and *
Maryland,St. Mary's,Leonardtown Wharf Park,Breton Bay,38.28600000000,-76.63820000000,Yes,No,No,No,Yes,Yes,,Town of Leonardtown
Maryland,Somerset,Little Boat Harbor,Little Annemessex River,37.98760000000,-75.85420000000,Yes,No,No,No,No,Yes,,Somerset County - Roads Department
Maryland,Somerset,Ewell,Big Thorofare,37.99590000000,-76.03340000000,Yes,No,No,No,No,No,,Somerset County - Roads Department
Maryland,Somerset,Tylerton,Tyler Cove,37.96900000000,-76.02360000000,Yes,No,No,No,No,No,,Somerset County - Roads Department
Maryland,Talbot,Bellevue Landing,Tred Avon River,38.70280000000,-76.18160000000,Yes,No,No,No,Yes,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Talbot,Kingston Landing,Choptank River,38.78070000000,-75.96640000000,Yes,No,No,No,No,Yes,,Talbot County - Department of Parks and Recreation
Maryland,Washington,Lock 33B - East,Chesapeake and Ohio Canal,39.33020000000,-77.73410000000,Yes,No,No,No,No,Yes,,National Park Service
Maryland,Washington,Big Slackwater,Potomac River,39.50060000000,-77.84530000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Washington,Williamsport,Potomac River,39.59900000000,-77.82920000000,Yes,No,No,No,No,Yes,,The Town of Williamsport
Maryland,Worcester,Pocomoke State Park - Milburn Landing,Pocomoke River,38.12170000000,-75.49520000000,Yes,No,No,No,No,Yes,,Maryland Department of Natural Resources - Park S*
Maryland,Washington,Dam 4,Potomac River,39.49540000000,-77.82650000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Washington,McMahons Mill,Potomac River,39.53030000000,-77.82440000000,Yes,No,No,No,Yes,Yes,,McMahon's Mill
Maryland,Washington,Potomac Fish and Canoe,Potomac River,39.55010000000,-77.87840000000,Yes,No,No,No,No,Yes,,
Maryland,Baltimore,North Point - Black Marsh,Chesapeake Bay,39.20820000000,-76.42350000000,Yes,No,No,No,Yes,Yes,,Maryland Department of Natural Resources - Park S*
Maryland,Cecil,Elk River Park,Little Elk Creek,39.58170000000,-75.85210000000,Yes,No,No,No,Yes,Yes,,Cecil County - Department of Parks and Recreation
Maryland,St. Mary's,Piney Point Lighthouse Museum and Park,Potomac River,38.13500000000,-76.52870000000,Yes,No,No,No,Yes,Yes,,St. Mary's County - Department of Recreation and *
Maryland,St. Mary's,St. Mary's City Park,St. Mary's River,38.18920000000,-76.43270000000,Yes,No,No,No,Yes,Yes,,St. Mary's College of Maryland
Maryland,Queen Anne's,Terrapin Nature Park,Chesapeake Bay,38.99280000000,-76.32710000000,Yes,No,No,No,Yes,Yes,,Queen Anne's County - Parks and Recreation
Maryland,Charles,Benedict Community Park,Patuxent River,38.51470000000,-76.67390000000,Yes,No,No,No,No,Yes,,Charles County - Parks and Recreation
Maryland,Baltimore,Fleming Community Center and Park,Bear Creek,39.23610000000,-76.50110000000,Yes,No,No,No,Yes,Yes,,Baltimore County - Department of Recreation and P*
Maryland,Baltimore,Edgemere Senior Center and Park,Back River/Greenhill Cove,39.24400000000,-76.45090000000,Yes,No,No,No,Yes,Yes,,Baltimore County - Department of Recreation and P*
Maryland,Baltimore,Concrete Homes Park,Bullneck Creek,39.24830000000,-76.50420000000,Yes,No,No,No,No,Yes,,Baltimore County - Department of Recreation and P*
Maryland,Washington,Four Locks,Potomac River,39.61450000000,-77.94630000000,Yes,No,No,No,Yes,Yes,,National Park Service
Maryland,Allegany,Green Ridge State Forest - Bonds Landing,Potomac River,39.58020000000,-78.41260000000,Yes,No,No,No,Yes,Yes,,Maryland Department of Natural Resources - Park S*
